file,AID,MinAge,Sex,VTB_Umb,survey index,SurveyDate(M/D/Y),avg TOO_TOHcm,SD TOO_TOHcm,# TOO_TOH,avg TOO_NIcm,SD TOO_NIcm,avg TOH_NIcm,SD TOH_NIcm,# TOH_NI,avg NI_FBHcm,SD NI_FBHcm,# NI_FBH,avg TOO_FBHcm,SD TOO_FBHcm,avg TOH_FBHcm,SD TOH_FBHcm,,,,,
2012Jun.IMG_3819.JPG,885,,,,2.2,6/15/2012,11.9,1.9,5,204.0,4.3,194.4,4.0,5,,,,,,,,,,,,
2012Jun.IMG_3822.JPG,886,A,F,,2.2,6/15/2012,19.7,4.8,5,209.1,4.6,203.6,7.0,5,,,,,,,,,,,,
2014May_IMG_3421.JPG,886,A,F,,8.1,5/19/2014,68.4,99.1,4,197.0,16.2,152.6,48.2,4,,,,327.7,1.2,309.6,9.2,,,,,
2014May_IMG_3431.JPG,886,A,F,,8.1,5/19/2014,13.6,0.4,3,146.3,5.4,133.1,5.7,3,,,,,,,,,,,,
2012Jun.IMG_3821.JPG,887,,,,2.2,6/15/2012,13.3,3.6,5,196.8,4.6,184.8,5.4,5,,,,,,,,,,,,
2012Oct.IMG_7761.JPG,887,,,,3.2,10/9/2012,15.9,5.2,4,194.4,4.6,180.2,8.7,4,199.4,3.5,4,393.1,2.7,378.6,5.9,,,,,
2013Jun.IMG_3854.JPG,887,,,,5.2,6/5/2013,10.8,1.7,3,193.2,4.3,185.6,3.4,3,,,,,,,,,,,,
2013Jun.IMG_3857.JPG,887,,,,5.2,6/5/2013,15.5,9.5,4,183.4,3.5,174.4,5.0,4,,,,,,,,,,,,
2014May_IMG_3409.JPG,887,,,,8.1,5/19/2014,16.4,5.6,3,199.2,0.9,183.9,6.2,3,,,,,,,,,,,,
2012Jun.IMG_3824.JPG,888,A,F,,2.2,6/15/2012,58.8,91.4,4,172.4,13.8,165.2,13.4,3,,,,,,,,,,,,
2012May.IMG_2444.JPG,889,A,F,,2.1,5/20/2012,9.7,1.5,5,186.7,3.9,178.2,4.8,5,,,,,,,,,,,,
2012May.IMG_2445.JPG,889,A,F,,2.1,5/20/2012,12.3,7.1,8,192.5,9.5,183.3,6.3,8,,,,,,,,,,,,
2012Oct.IMG_7713.JPG,889,A,F,,3.2,10/9/2012,9.9,1.4,5,202.5,3.5,194.6,2.9,5,,,,,,,,,,,,
2013Feb.IMG_9516.JPG,889,A,F,,4.2,2/5/2013,13.7,4.1,5,181.6,2.3,171.4,3.3,5,,,,,,,,,,,,
2012Sep.IMG_6074.JPG,890,A,M,,3.1,9/24/2012,16.4,3.4,5,213.0,3.0,199.6,2.4,5,,,,,,,,,,,,
2012May.IMG_2547.JPG,891,A,M,,2.1,5/20/2012,20.0,4.1,4,151.0,13.9,144.8,7.1,4,,,,,,,,,,,,
2012Jun.IMG_3837.JPG,891,A,M,,2.2,6/15/2012,19.2,4.0,6,206.3,2.6,190.7,4.3,6,,,,,,,,,,,,
2012Jun.IMG_3838.JPG,891,A,M,,2.2,6/15/2012,35.0,28.3,6,181.3,11.4,186.0,9.5,6,220.7,9.2,5,392.0,13.3,383.1,16.2,,,,,
2013May.IMG_2831.JPG,891,A,M,,5.1,5/18/2013,14.6,1.4,4,196.0,13.3,185.5,12.5,4,,,,,,,,,,,,
2013oct.IMG_6634.JPG,891,A,M,,6.2,10/5/2013,17.5,7.2,5,202.4,3.2,188.9,3.6,5,,,,383.9,11.5,369.8,13.8,,,,,
2013oct.IMG_6635.JPG,891,A,M,,6.2,10/5/2013,16.3,1.9,5,199.7,2.5,184.2,3.3,5,,,,,,,,,,,,
2013oct.IMG_6636.JPG,891,A,M,,6.2,10/5/2013,14.0,1.9,3,216.5,5.1,204.3,5.0,3,,,,,,,,,,,,
2014FebIMG_0942.JPG,891,A,M,,7.2,2/9/2014,15.2,3.0,4,196.8,10.1,184.9,9.9,4,,,,,,,,,,,,
2014Oct_IMG_7109.JPG,891,A,M,,9.2,10/4/2014,19.9,3.7,6,220.6,2.5,208.1,6.7,6,,,,,,,,,,,,
2015Jun_383A3398.JPG,891,A,M,,11.2,6/3/2015,19.5,5.0,3,207.5,2.4,188.7,3.0,3,,,,,,,,,,,,
2015Sep_383A2767.JPG,891,A,M,,12.1,9/14/2015,15.0,1.7,5,219.2,6.2,206.8,6.3,5,,,,,,,,,,,,
2018June_8883.JPG,891,A,M,,20.2,6/6/2018,19.3,5.4,5,196.0,7.4,191.0,9.5,5,,,,,,,,,,,,
2012May.IMG_2666.JPG,892,A,M,,2.1,5/20/2012,,,,,,204.0,4.6,3,,,,,,,,,,,,
2012May.IMG_2672.JPG,892,A,M,,2.1,5/20/2012,19.6,5.2,5,218.1,2.9,199.4,8.0,5,,,,,,,,,,,,
2012Jun.IMG_3875.JPG,892,A,M,,2.2,6/15/2012,20.3,8.6,3,254.9,71.2,242.1,84.3,3,,,,,,,,,,,,
2013May.IMG_2825.JPG,892,A,M,,5.1,5/18/2013,21.1,3.4,5,223.8,0.9,205.5,3.6,5,,,,,,,,,,,,
2013oct.IMG_6614.JPG,892,A,M,,6.2,10/5/2013,10.5,2.8,4,212.3,9.0,216.7,15.7,5,,,,,,,,,,,,
2016Jan_383A8187.JPG,892,A,M,,13.1,1/21/2016,4.1,0.1,5,59.3,1.3,56.3,1.4,5,,,,,,,,,,,,
2016Jan_383A8200.JPG,892,A,M,,13.1,1/21/2016,15.3,2.6,6,112.0,4.2,103.2,1.6,6,,,,,,,,,,,,
2016Jan_383A8201.JPG,892,A,M,,13.1,1/21/2016,21.4,7.7,5,206.3,6.3,192.5,10.1,5,,,,,,,,,,,,
2016Feb_383A9196.JPG,892,A,M,,13.2,2/4/2016,19.1,2.7,3,248.1,3.1,239.5,5.2,3,,,,,,,,,,,,
2012May.IMG_2668.JPG,893,A,M,,2.1,5/20/2012,18.5,3.9,6,226.0,61.4,218.6,61.6,6,,,,368.9,27.3,351.8,29.2,,,,,
2012May.IMG_3062.JPG,894,A,M,,2.1,5/20/2012,21.1,7.2,8,261.8,136.3,275.9,119.8,8,300.3,75.8,7,481.9,16.5,460.3,14.4,,,,,
2012Jun.IMG_3880.JPG,894,A,M,,2.2,6/15/2012,15.7,1.9,3,201.4,5.6,190.1,8.7,3,,,,427.5,2.3,414.0,4.9,,,,,
2012Oct.IMG_7190.JPG,894,A,M,,3.2,10/9/2012,18.1,1.4,4,248.7,2.2,232.6,1.7,4,263.2,2.6,5,511.9,4.1,495.0,4.0,,,,,
2014Sept_IMG_6198.JPG,894,A,M,,9.1,9/20/2014,16.3,2.0,3,218.3,11.8,207.9,2.0,3,269.0,4.3,4,482.5,7.1,470.3,0.5,,,,,
2015Sep_383A2232.JPG,894,A,M,,12.1,9/14/2015,17.0,3.2,4,213.8,2.3,196.5,0.9,4,271.4,0.6,4,475.2,2.1,458.8,1.2,,,,,
2015Sep_383A2345.JPG,894,A,M,,12.1,9/14/2015,14.6,4.3,4,179.7,20.9,167.6,22.1,4,,,,,,,,,,,,
2016Jan_383A8209.JPG,894,A,M,,13.1,1/21/2016,14.1,1.0,5,225.3,1.7,216.1,1.4,5,,,,,,,,,,,,
2016May_383A1091.JPG,894,A,M,,14.1,5/14/2016,12.9,1.6,5,209.0,8.5,198.2,8.1,5,,,,,,,,,,,,
2012Jun.IMG_3881.JPG,895,SA,M,,2.2,6/15/2012,17.5,1.0,5,196.4,0.7,180.1,2.3,5,,,,,,,,,,,,
2013sep.IMG_5873.JPG,895,SA,M,,6.1,9/22/2013,19.4,3.0,4,189.6,4.8,174.5,8.5,4,,,,,,,,,,,,
2013sep.IMG_5874.JPG,895,SA,M,,6.1,9/22/2013,61.5,89.9,4,193.1,1.1,184.9,1.3,3,,,,,,,,,,,,
2015Jun_383A3194.JPG,895,SA,M,,11.2,6/3/2015,18.3,4.5,5,216.5,6.2,200.2,6.9,5,,,,365.0,9.2,349.5,12.6,,,,,
2017Feb_383A7881.JPG,895,SA,M,,16.2,2/11/2017,12.5,1.3,3,220.7,4.9,211.4,2.8,3,,,,,,,,,,,,
2018Jan_383A5347.JPG,895,SA,M,,19.1,1/24/2018,15.4,4.4,3,293.5,92.1,281.7,93.8,3,,,,,,,,,,,,
2012Jun.IMG_3885.JPG,896,A,M,,2.2,6/15/2012,16.7,1.5,3,247.1,5.6,234.2,3.7,3,,,,,,,,,,,,
2012Jun.IMG_3886.JPG,896,A,M,,2.2,6/15/2012,20.0,2.8,3,256.9,5.5,246.7,9.7,3,,,,,,,,,,,,
2014FebIMG_1018.JPG,896,A,M,,7.2,2/9/2014,19.9,5.8,5,237.5,7.9,221.6,5.2,5,,,,481.4,20.7,461.8,7.7,,,,,
2014FebIMG_1020.JPG,896,A,M,,7.2,2/9/2014,21.1,6.2,5,241.2,6.0,225.9,7.6,3,,,,,,,,,,,,
2015Jan_IMG_9833.JPG,896,A,M,,10.1,1/19/2015,20.1,7.0,3,219.4,2.0,209.0,2.2,3,,,,,,,,,,,,
2016May_383A1533.JPG,896,A,M,,14.1,5/14/2016,16.7,1.6,3,214.3,4.3,204.7,4.5,3,,,,,,,,,,,,
2016Jun_383A2153.JPG,896,A,M,,14.2,6/12/2016,18.4,5.5,3,242.9,6.0,237.2,15.0,3,,,,,,,,,,,,
2018June_8911.JPG,896,A,M,,20.2,6/6/2018,14.8,0.8,3,215.5,2.9,202.1,1.8,3,,,,,,,,,,,,
2012May.IMG_3034.JPG,897,A,F,,2.1,5/20/2012,16.2,4.2,6,206.3,4.6,196.6,4.5,6,,,,,,,,,,,,
2013Feb.IMG_9767.JPG,897,A,F,,4.2,2/5/2013,16.1,5.2,5,206.0,6.3,192.5,1.7,5,,,,,,,,,,,,
2013Jun.IMG_3977.JPG,897,A,F,,5.2,6/5/2013,17.1,3.3,5,219.2,3.3,209.9,7.8,5,,,,,,,,,,,,
2014JanIMG_9908.JPG,897,A,F,,7.1,1/19/2014,13.7,0.6,3,214.8,2.6,203.3,5.2,3,,,,434.4,6.4,422.9,3.4,,,,,
2014May_IMG_3135.JPG,897,A,F,,8.1,5/19/2014,16.7,2.6,5,220.5,3.5,208.5,3.1,5,,,,,,,,,,,,
2016Jan_383A8023.JPG,897,A,F,,13.1,1/21/2016,15.1,3.3,3,160.0,5.3,151.2,1.0,3,,,,,,,,,,,,
2016Jan_383A8026.JPG,897,A,F,,13.1,1/21/2016,17.9,6.1,3,152.9,91.0,135.3,87.2,3,251.9,87.1,3,394.8,4.5,378.1,6.0,,,,,
2016May_383A1062.JPG,897,A,F,,14.1,5/14/2016,13.8,0.8,3,160.4,3.2,150.9,3.4,3,,,,,,,,,,,,
2016May_383A1063.JPG,897,A,F,,14.1,5/14/2016,14.3,3.4,4,195.3,1.7,188.1,4.9,4,,,,,,,,,,,,
2016Oct_383A5090.JPG,897,A,F,,15.2,10/4/2016,11.4,2.1,4,209.3,3.2,201.1,4.2,4,,,,,,,,,,,,
2016Oct_383A5096.JPG,897,A,F,,15.2,10/4/2016,14.6,2.2,4,210.0,1.1,196.2,1.9,4,,,,,,,,,,,,
2017Jun_383A0545.JPG,897,A,F,,17.2,6/4/2017,17.9,4.2,3,224.7,1.5,216.0,6.1,3,,,,,,,,,,,,
2014_Jun_IMG_4450.JPG,898,A,F,,8.2,6/4/2014,13.2,3.2,4,173.6,1.4,163.1,3.3,4,,,,,,,,,,,,
2014_Jun_IMG_4458.JPG,898,A,F,,8.2,6/4/2014,11.3,3.6,3,188.8,1.6,180.4,5.1,3,,,,,,,,,,,,
2015Feb_IMG_1015.JPG,898,A,F,,10.2,2/6/2015,11.2,1.1,5,172.9,1.7,168.2,0.8,5,,,,,,,,,,,,
2015May_383A0221.JPG,898,A,F,,11.1,5/21/2015,11.8,2.3,5,161.8,2.4,150.6,1.4,5,,,,,,,,,,,,
2012Jun.IMG_3899.JPG,899,A,M,,2.2,6/15/2012,17.5,1.8,8,231.6,2.3,215.4,2.7,8,,,,,,,,,,,,
2012Jun.IMG_3905.JPG,900,A,F,,2.2,6/15/2012,16.1,3.3,6,176.9,5.1,169.3,8.0,6,,,,,,,,,,,,
2012Jun.IMG_3908.JPG,900,A,F,,2.2,6/15/2012,14.5,2.9,6,175.7,5.8,168.7,7.1,6,209.9,5.5,6,344.4,2.1,332.9,0.9,,,,,
2012Jun.IMG_3935.JPG,900,A,F,,2.2,6/15/2012,,,,,,160.5,4.4,3,,,,,,,,,,,,
2012Jun.IMG_3910.JPG,901,A,F,,2.2,6/15/2012,14.0,2.1,5,150.8,60.3,140.4,62.9,5,,,,,,,,,,,,
2012Jun.IMG_3943.JPG,901,A,F,,2.2,6/15/2012,16.6,1.6,3,198.5,2.5,190.4,7.0,3,,,,,,,,,,,,
2013May.IMG_2832.JPG,901,A,F,,5.1,5/18/2013,12.1,2.3,4,170.7,134.8,166.9,145.2,3,,,,,,,,,,,,
2014JanIMG_9898.JPG,901,A,F,,7.1,1/19/2014,18.1,12.0,5,195.5,2.4,181.8,10.2,5,,,,,,,,,,,,
2014FebIMG_1228.JPG,901,A,F,,7.2,2/9/2014,17.7,3.2,4,200.5,3.8,189.5,6.4,4,,,,,,,,,,,,
2014May_IMG_3141.JPG,901,A,F,,8.1,5/19/2014,13.4,1.9,5,201.4,6.1,190.5,6.7,5,,,,390.2,13.7,378.2,11.0,,,,,
2014_Jun_IMG_4482.JPG,901,A,F,,8.2,6/4/2014,12.9,2.7,5,182.2,25.9,169.9,23.8,5,,,,,,,,,,,,
2016Jan_383A8032.JPG,901,A,F,,13.1,1/21/2016,15.0,3.2,5,182.6,1.2,169.0,5.1,5,,,,,,,,,,,,
2016Jun_383A2348.JPG,901,A,F,,14.2,6/12/2016,12.3,1.7,3,179.6,6.4,170.6,6.8,3,,,,,,,,,,,,
2016Sep_383A4307.JPG,901,A,F,,15.1,9/23/2016,14.4,4.6,5,184.3,9.9,173.2,2.0,3,,,,376.5,37.6,362.4,28.0,,,,,
2016Sep_383A4309.JPG,901,A,F,,15.1,9/23/2016,11.9,0.3,5,188.2,4.1,178.0,5.1,5,,,,,,,,,,,,
2017Jun_383A0870.JPG,901,A,F,,17.2,6/4/2017,10.2,2.5,5,187.4,5.0,180.3,5.3,5,,,,,,,,,,,,
2017Oct_383A2884.JPG,901,A,F,,18.2,10/5/2017,13.1,3.6,3,210.6,1.4,200.6,7.1,3,,,,,,,,,,,,
2012May.IMG_3039.JPG,902,C,F,,2.1,5/20/2012,28.1,21.0,5,116.0,3.4,106.8,1.9,5,,,,,,,,,,,,
2012May.IMG_3041.JPG,902,C,F,,2.1,5/20/2012,12.1,0.2,3,130.8,1.4,120.6,3.5,3,,,,,,,,,,,,
2012Jun.IMG_3916.JPG,902,C,F,,2.2,6/15/2012,15.3,7.7,4,80.6,3.9,80.2,6.2,4,,,,,,,,,,,,
2012Jun.IMG_3918.JPG,902,C,F,,2.2,6/15/2012,13.8,3.4,6,98.1,30.7,91.6,32.3,6,,,,212.0,5.9,197.1,1.7,,,,,
2012Sep.IMG_5967.JPG,902,C,F,,3.1,9/24/2012,16.0,1.3,3,128.1,1.1,124.4,1.0,3,,,,,,,,,,,,
2012Oct.IMG_7195.JPG,902,C,F,,3.2,10/9/2012,15.1,6.1,3,118.7,4.5,115.7,6.4,3,,,,,,,,,,,,
2012Oct.IMG_7208.JPG,902,C,F,,3.2,10/9/2012,15.6,2.6,6,132.0,16.4,121.8,16.8,6,160.5,23.7,7,279.7,39.1,265.2,41.4,,,,,
2013May.IMG_2630.JPG,902,C,F,,5.1,5/18/2013,19.4,7.7,3,149.9,0.2,134.5,3.3,3,,,,,,,,,,,,
2014FebIMG_1223.JPG,902,C,F,,7.2,2/9/2014,16.3,2.2,5,198.0,80.6,186.6,80.5,5,178.7,3.8,4,338.8,2.1,326.0,2.1,,,,,
2015May_383A0255.JPG,902,C,F,,11.1,5/21/2015,19.4,10.1,4,176.2,9.3,162.6,11.1,4,,,,,,,,,,,,
2015May_383A0287.JPG,902,C,F,,11.1,5/21/2015,13.0,1.6,5,183.6,11.8,172.3,11.0,5,,,,,,,,,,,,
2016May_383A1051.JPG,902,C,F,,14.1,5/14/2016,16.3,3.0,4,176.5,21.9,172.2,11.9,4,,,,,,,,,,,,
2017Jan_383A7110.JPG,902,C,F,,16.1,1/22/2017,12.6,2.1,4,187.2,0.8,176.8,2.1,4,,,,350.0,1.2,338.2,1.0,,,,,
2018Sep_0681.JPG,902,C,F,,21.1,9/25/2018,16.6,4.5,4,198.3,2.9,187.2,3.0,4,,,,,,,,,,,,
2013Jan.IMG_8171.JPG,903,SA,M,,4.1,1/21/2013,15.7,3.8,4,167.1,5.2,152.6,10.6,4,,,,,,,,,,,,
2015oct_383A4121.JPG,903,SA,M,,12.2,10/27/2015,16.3,1.4,5,206.1,4.0,190.3,3.9,5,238.8,4.4,3,402.2,2.0,386.7,0.4,,,,,
2016Feb_383A9152.JPG,903,SA,M,,13.2,2/4/2016,15.3,0.9,5,205.8,2.1,191.8,3.6,4,,,,,,,,,,,,
2017Jan_383A6666.JPG,903,SA,M,,16.1,1/22/2017,17.7,0.9,3,222.1,2.7,204.6,1.6,3,,,,450.2,8.7,432.5,7.6,,,,,
2012May.IMG_3060.JPG,904,A,F,,2.1,5/20/2012,16.5,7.9,5,215.1,2.1,199.2,6.7,5,,,,,,,,,,,,
2012Sep.IMG_5945.JPG,904,A,F,,3.1,9/24/2012,11.7,0.4,3,187.1,0.4,182.1,0.6,3,,,,,,,,,,,,
2013sep.IMG_5861.JPG,904,A,F,,6.1,9/22/2013,,,,,,,,,221.8,6.3,5,,,,,,,,,
2015May_383A0340.JPG,905,A,M,,11.1,5/21/2015,16.9,4.8,6,203.4,17.3,196.3,30.2,6,,,,,,,,,,,,
2018Feb_383A6670.JPG,905,A,M,,19.2,2/3/2018,20.0,5.3,4,200.3,1.8,191.7,10.0,4,,,,369.7,12.0,356.1,19.1,,,,,
2012Jun.IMG_3959.JPG,906,SA,M,,2.2,6/15/2012,16.5,1.4,4,177.7,0.9,161.6,1.8,4,,,,,,,,,,,,
2013Jan.IMG_8240.JPG,906,SA,M,,4.1,1/21/2013,16.2,4.0,3,179.5,1.5,167.4,4.0,3,,,,,,,,,,,,
2015May_383A0391.JPG,906,SA,M,,11.1,5/21/2015,18.3,5.3,3,213.1,5.9,197.0,11.2,3,,,,,,,,,,,,
2015Jun_383A3196.JPG,906,SA,M,,11.2,6/3/2015,25.0,4.2,4,261.8,77.3,249.5,83.0,4,,,,,,,,,,,,
2016Feb_383A9154.JPG,906,SA,M,,13.2,2/4/2016,16.3,2.4,5,225.3,2.8,213.3,3.7,5,,,,,,,,,,,,
2016Jun_383A2515.JPG,906,SA,M,,14.2,6/12/2016,36.8,20.7,4,183.2,97.7,179.4,80.3,4,235.8,118.4,3,398.1,12.6,395.5,32.4,,,,,
2018Jan_383A5760.JPG,906,SA,M,,19.1,1/24/2018,20.8,3.4,3,203.7,10.1,200.7,11.1,3,,,,,,,,,,,,
2012May.IMG_3057.JPG,907,A,M,,2.1,5/20/2012,15.8,2.6,6,222.9,5.1,209.2,8.1,6,,,,,,,,,,,,
2012Jun.IMG_3969.JPG,907,A,M,,2.2,6/15/2012,14.9,1.1,3,216.6,2.1,203.9,4.3,3,,,,,,,,,,,,
2012Jun.IMG_3980.JPG,908,C,M,,2.2,6/15/2012,9.1,1.3,8,89.3,4.7,81.6,3.6,8,,,,,,,,,,,,
2012Jun.IMG_3983.JPG,908,C,M,,2.2,6/15/2012,10.9,2.2,5,90.1,2.0,81.4,2.2,5,,,,,,,,,,,,
2012Oct.IMG_6917.JPG,908,C,M,,3.2,10/9/2012,13.5,3.2,3,94.8,51.7,82.0,51.9,3,,,,,,,,,,,,
2012Jun.IMG_3982.JPG,909,C,M,,2.2,6/15/2012,37.3,77.5,8,111.0,49.4,85.1,5.8,8,,,,,,,,,,,,
2013Jan.IMG_8042.JPG,909,C,M,,4.1,1/21/2013,12.5,1.7,4,109.6,1.4,97.3,0.2,4,,,,,,,,,,,,
2013Jun.IMG_4099.JPG,909,C,M,,5.2,6/5/2013,13.4,5.6,4,129.1,2.7,119.0,4.7,4,,,,,,,,,,,,
2015Jun_383A3218.JPG,909,C,M,,11.2,6/3/2015,16.3,2.3,3,155.0,3.0,138.7,1.1,3,,,,,,,,,,,,
2016Feb_383A9232.JPG,909,C,M,,13.2,2/4/2016,55.2,94.1,5,136.4,56.9,147.4,69.9,5,,,,,,,,,,,,
2016Feb_383A9233.JPG,909,C,M,,13.2,2/4/2016,20.4,3.9,6,222.9,2.1,206.2,0.8,6,,,,,,,,,,,,
2018June_9181.JPG,909,C,M,,20.2,6/6/2018,13.1,3.4,4,155.4,15.7,146.2,12.0,4,,,,,,,,,,,,
2018Oct_2642.JPG,909,C,M,,21.2,10/2/2018,16.8,3.3,3,180.9,5.6,168.6,4.7,3,,,,,,,,,,,,
2012Jun.IMG_3984.JPG,910,,,,2.2,6/15/2012,11.4,1.1,4,98.6,40.5,89.3,40.8,4,,,,,,,,,,,,
2012Jun.IMG_3988.JPG,912,SA,F,,2.2,6/15/2012,15.7,5.5,5,139.1,2.7,128.6,7.3,5,,,,,,,,,,,,
2013Jun.IMG_4139.JPG,912,SA,F,,5.2,6/5/2013,16.8,9.5,4,169.4,3.9,156.9,4.8,4,,,,,,,,,,,,
2013Feb.IMG_9908.JPG,913,C,F,,4.2,2/5/2013,63.9,97.7,4,121.8,8.6,116.2,9.5,4,,,,,,,,,,,,
2015Feb_IMG_0853.JPG,913,C,F,,10.2,2/6/2015,12.6,0.1,3,169.2,6.4,158.7,5.9,3,,,,,,,,,,,,
2015Feb_IMG_0856.JPG,913,C,F,,10.2,2/6/2015,13.2,1.3,5,175.7,1.7,166.4,1.5,5,,,,,,,,,,,,
2015Feb_IMG_0896.JPG,913,C,F,,10.2,2/6/2015,12.0,0.8,4,156.5,1.1,145.3,1.0,4,,,,,,,,,,,,
2012Jun.IMG_3998.JPG,914,A,F,,2.2,6/15/2012,14.4,3.1,6,192.0,17.5,180.3,16.6,6,,,,,,,,,,,,
2012Jun.IMG_4001.JPG,915,A,M,,2.2,6/15/2012,19.4,3.1,7,149.2,7.1,137.4,11.1,7,,,,,,,,,,,,
2015May_383A0509.JPG,915,A,M,,11.1,5/21/2015,20.3,2.4,4,208.0,2.7,189.4,3.0,4,,,,,,,,,,,,
2012Jun.IMG_4005.JPG,916,A,F,,2.2,6/15/2012,12.5,2.8,8,155.2,3.8,148.7,2.7,7,,,,,,,,,,,,
2016May_383A1320.JPG,916,A,F,,14.1,5/14/2016,12.2,0.8,6,187.6,4.0,177.2,4.5,6,,,,,,,,,,,,
2012Jun.IMG_4002.JPG,917,SA,M,,2.2,6/15/2012,17.3,2.2,5,157.3,3.7,140.4,3.3,5,,,,,,,,,,,,
2012Jun.IMG_4008.JPG,917,SA,M,,2.2,6/15/2012,14.3,2.3,10,196.0,2.1,183.3,1.9,10,,,,,,,,,,,,
2012May.IMG_2731.JPG,918,A,M,,2.1,5/20/2012,19.3,7.0,5,224.5,17.0,208.8,9.7,5,,,,,,,,,,,,
2012May.IMG_2755.JPG,918,A,M,,2.1,5/20/2012,50.7,68.0,4,199.5,49.5,188.1,51.6,3,,,,,,,,,,,,
2012Jun.IMG_4009.JPG,918,A,M,,2.2,6/15/2012,17.8,1.3,9,203.7,29.8,195.7,32.1,9,,,,,,,,,,,,
2012Jun.IMG_4006.JPG,919,A,F,,2.2,6/15/2012,12.5,3.1,5,192.0,12.9,184.7,12.4,3,,,,,,,,,,,,
2012May.IMG_2721.JPG,920,A,F,,2.1,5/20/2012,14.6,1.9,7,208.9,1.7,199.0,0.7,7,,,,,,,,,,,,
2012May.IMG_2734.JPG,920,A,F,,2.1,5/20/2012,15.6,3.6,5,214.0,11.1,200.4,10.4,5,,,,,,,,,,,,
2012Jun.IMG_4012.JPG,920,A,F,,2.2,6/15/2012,14.5,2.4,9,199.6,4.5,191.1,3.9,9,,,,,,,,,,,,
2016May_383A1068.JPG,920,A,F,,14.1,5/14/2016,14.5,0.8,5,193.9,4.2,185.2,1.9,5,,,,,,,,,,,,
2016May_383A1081.JPG,920,A,F,,14.1,5/14/2016,20.5,7.7,5,197.0,5.5,188.1,4.3,5,,,,,,,,,,,,
2016Sep_383A4424.JPG,920,A,F,,15.1,9/23/2016,12.0,1.0,3,178.0,3.8,169.5,0.6,3,,,,,,,,,,,,
2016Sep_383A4425.JPG,920,A,F,,15.1,9/23/2016,14.0,3.4,5,188.8,3.2,176.6,5.5,5,207.7,4.2,3,370.8,4.7,357.6,8.5,,,,,
2017Jan_383A6734.JPG,920,A,F,,16.1,1/22/2017,13.7,0.5,4,194.4,4.2,186.3,7.1,4,,,,,,,,,,,,
2012Jun.IMG_3999.JPG,921,C,,,2.2,6/15/2012,10.7,1.0,4,130.9,0.4,118.9,5.6,5,,,,,,,,,,,,
2012Jun.IMG_4015.JPG,921,C,,,2.2,6/15/2012,43.7,90.6,9,123.6,12.8,126.2,27.2,8,120.7,54.2,4,215.8,21.5,235.5,54.7,,,,,
2012Jun.IMG_4017.JPG,922,C,F,,2.2,6/15/2012,60.8,86.3,3,98.1,44.8,114.8,0.7,3,,,,,,,,,,,,
2014May_IMG_2851.JPG,922,C,F,,8.1,5/19/2014,13.8,3.7,3,161.0,0.6,150.7,1.9,3,,,,,,,,,,,,
2015Jun_383A3076.JPG,922,C,F,,11.2,6/3/2015,36.5,61.2,5,153.1,1.6,144.3,3.3,4,,,,,,,,,,,,
2015Jun_383A3078.JPG,922,C,F,,11.2,6/3/2015,14.4,2.0,4,169.9,1.7,157.7,4.5,4,,,,,,,,,,,,
2015Jun_383A3084.JPG,922,C,F,,11.2,6/3/2015,14.8,3.8,5,167.2,1.3,156.3,1.5,5,,,,,,,,,,,,
2012Jun.IMG_4020.JPG,923,A,M,,2.2,6/15/2012,15.3,0.8,6,223.1,8.7,212.1,8.3,6,,,,,,,,,,,,
2012Jun.IMG_4022.JPG,924,A,M,,2.2,6/15/2012,18.9,3.3,6,237.6,8.1,220.9,8.9,6,,,,,,,,,,,,
2017Jan_383A6963.JPG,924,A,M,,16.1,1/22/2017,17.4,0.5,5,227.3,6.9,215.5,7.9,4,254.6,7.0,4,479.0,5.4,465.7,6.0,,,,,
2016Feb_383A9236.JPG,925,A,F,,13.2,2/4/2016,12.6,1.3,5,191.8,4.5,184.2,3.2,5,,,,,,,,,,,,
2012Jun.IMG_4025.JPG,926,A,F,,2.2,6/15/2012,13.2,4.7,4,215.8,4.7,205.4,4.5,4,,,,356.2,4.9,344.3,2.9,,,,,
2015oct_383A3963.JPG,926,A,F,,12.2,10/27/2015,13.9,5.6,4,197.8,6.8,187.5,6.9,4,,,,,,,,,,,,
2015oct_383A3964.JPG,926,A,F,,12.2,10/27/2015,15.1,5.4,3,208.0,2.8,194.7,10.1,3,,,,,,,,,,,,
2012Jun.IMG_4027.JPG,927,SA,F,,2.2,6/15/2012,12.2,1.1,4,78.8,6.2,77.7,1.1,4,,,,,,,,,,,,
2012Jun.IMG_4029.JPG,928,A,F,,2.2,6/15/2012,13.4,1.5,3,181.1,7.2,175.4,6.9,3,,,,,,,,,,,,
2014Sept_IMG_6080.JPG,928,A,F,,9.1,9/20/2014,13.0,0.8,3,188.9,7.4,180.2,0.9,3,,,,,,,,,,,,
2016Oct_383A4978.JPG,928,A,F,,15.2,10/4/2016,9.4,1.3,4,193.7,2.9,186.2,5.5,4,213.6,2.9,3,393.1,4.4,384.5,5.5,,,,,
2018Sep_0482.JPG,928,A,F,,21.1,9/25/2018,12.4,1.7,4,180.0,4.1,174.9,2.8,4,204.7,3.0,4,379.3,2.5,372.6,4.7,,,,,
2012Jun.IMG_4041.JPG,929,A,F,,2.2,6/15/2012,11.4,1.8,5,166.6,2.3,157.5,1.0,5,,,,,,,,,,,,
